Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
660,01-08-2012,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,215,36,11,-9,65,45
417,01-08-2012,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,38,248,48,14,1,86,47
314,01-08-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,30,60,40,90,34,890,49,9,29,83,20
417,01-08-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,32,841,48,8,28,80,20
417,01-08-2012,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,90,40,160,72,606,88,27,27,160,61
816,01-08-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,50,60,30,110,50,1064,60,15,24,110,36
567,01-08-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,16,484,25,4,9,41,16
330,01-08-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,22,865,33,6,16,55,17
234,01-08-2012,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,810,172,37,103,286,69
330,01-08-2012,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,150,100,240,116,678,161,35,103,277,58
513,01-08-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1292,146,40,81,291,65
937,01-08-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,70,20,120,49,414,60,18,8,109,52
234,01-08-2012,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,46,415,62,15,19,108,43
234,01-08-2012,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,428,51,10,19,85,32
614,01-08-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,30,60,10,90,37,513,52,33,-11,89,63
715,01-08-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,47,366,79,14,41,126,38
262,01-08-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,80,70,130,63,864,91,17,63,154,28
920,01-08-2012,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,458,54,11,20,90,34
715,01-08-2012,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,30,60,10,90,44,617,61,39,-7,105,68
920,01-08-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,110,150,100,260,103,1073,123,31,70,226,53
262,01-08-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,50,30,80,30,581,39,9,18,69,21
715,01-08-2012,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,80,30,140,63,397,77,23,21,140,56
608,01-08-2012,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,140,190,60,330,133,705,184,120,35,317,149
414,01-08-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,100,140,90,240,99,565,132,32,73,231,59
203,01-08-2012,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,30,50,40,80,34,890,49,9,28,83,21
959,01-08-2012,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,30,20,50,19,811,28,5,12,47,16
860,01-08-2012,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,70,30,120,72,606,88,27,28,160,60
959,01-08-2012,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,30,50,30,80,50,1064,60,15,24,110,36
860,01-08-2012,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,40,60,10,100,44,617,61,39,-8,105,69
203,01-08-2012,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,50,20,90,42,384,56,13,16,98,40
475,01-08-2012,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,130,90,210,90,1139,135,29,75,225,60
941,01-08-2012,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,80,60,120,46,880,68,12,44,114,24
904,01-08-2012,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,60,100,80,160,63,864,91,17,63,154,28
813,01-08-2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,20,30,20,50,30,581,39,9,18,69,21
305,01-08-2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,63,397,77,23,20,140,57
305,01-08-2012,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,70,100,70,170,103,1073,123,31,70,226,53
941,01-08-2012,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,120,190,60,310,133,705,184,120,35,317,149
850,01-08-2012,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,90,130,80,220,99,565,132,32,73,231,59
850,01-08-2012,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,100,170,120,270,114,810,172,37,104,286,68
321,01-08-2012,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,110,150,100,260,116,678,161,35,102,277,59
508,01-08-2012,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,30,20,50,22,865,33,6,16,55,17
508,01-08-2012,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,10,30,20,40,16,484,25,4,9,41,16
339,01-08-2012,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,50,20,80,49,414,60,18,9,109,51
339,01-08-2012,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,30,70,20,100,37,540,68,33,6,105,62
413,01-08-2012,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,130,150,100,280,145,1292,146,40,82,291,64
508,01-08-2012,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,40,590,560,630,52,-2033,612,17,563,664,49
603,01-08-2012,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,40,30,60,25,851,38,7,20,63,18
603,01-08-2012,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,516,43,0,31,43,12
603,01-08-2012,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,38,248,48,14,1,86,47
603,01-08-2012,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,60,80,10,140,63,332,88,57,1,151,87
603,01-08-2012,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,20,40,0,60,29,215,36,11,-9,65,45
603,01-08-2012,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,90,70,140,61,322,90,19,48,151,42
603,01-08-2012,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,60,90,60,150,64,460,96,21,44,160,52
631,01-08-2012,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,130,210,170,340,132,994,191,36,144,323,47
914,01-08-2012,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,130,190,150,320,123,941,178,34,133,301,45
646,01-08-2012,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,100,160,130,260,100,598,145,28,105,245,40
646,01-08-2012,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,210,290,180,500,284,1565,369,107,229,653,140
718,01-08-2012,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,230,-140,-230,90,311,3422,-187,96,-304,124,117
646,01-08-2012,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,250,280,190,530,266,1319,277,74,179,543,98
518,01-08-2012,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,160,-90,-260,70,173,2615,-95,156,-284,78,189
845,01-08-2012,East,Major Market,Colombian,Beans,Coffee,New York,Regular,340,520,370,860,364,2617,546,127,368,910,178
504,01-08-2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,120,100,190,63,864,91,17,63,154,28
504,01-08-2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,60,80,60,140,48,839,70,13,46,118,24
504,01-08-2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,70,100,70,170,77,581,99,25,61,176,38
985,01-08-2012,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,60,90,40,150,72,606,88,27,28,160,60
985,01-08-2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,30,60,10,90,44,-508,61,39,-7,105,68
337,01-08-2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,60,40,100,47,366,79,14,41,126,38
504,01-08-2012,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,40,20,70,36,458,54,11,21,90,33
505,01-08-2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,150,20,-30,170,120,1439,19,37,-42,139,61
505,01-08-2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,80,120,70,200,64,460,96,21,44,160,52
505,01-08-2012,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,40,30,60,25,851,38,7,19,63,19
505,01-08-2012,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,50,20,80,41,1007,49,12,15,90,34
505,01-08-2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,0,50,29,-347,36,11,-8,65,44
505,01-08-2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,50,70,0,120,63,332,88,57,2,151,86
505,01-08-2012,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,60,30,90,45,253,60,14,18,105,42
405,01-08-2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,20,40,30,60,22,865,33,6,16,55,17
405,01-08-2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,80,110,80,190,68,587,87,22,53,155,34
580,01-08-2012,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,120,190,60,310,133,705,184,120,34,317,150
580,01-08-2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,60,70,20,130,63,397,77,23,20,140,57
918,01-08-2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,90,140,100,230,116,-1278,161,35,102,277,59
918,01-08-2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,16,484,25,4,10,41,15
405,01-08-2012,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,150,100,240,114,810,172,37,103,286,69
682,01-08-2012,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,60,90,70,150,52,554,68,17,39,120,29
979,01-08-2012,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,390,450,340,840,311,1296,367,96,250,678,117
281,01-08-2012,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,50,30,80,34,428,51,10,19,85,32
430,01-08-2012,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,46,415,62,15,19,108,43
430,01-08-2012,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,40,110,52,-587,79,17,30,131,49
682,01-08-2012,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,100,150,120,250,123,941,178,34,133,301,45
512,01-08-2012,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,130,110,210,100,598,145,28,105,245,40
801,01-08-2012,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,60,70,40,130,50,1064,60,15,24,110,36
435,01-08-2012,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,70,40,120,42,384,56,13,15,98,41
801,01-08-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,50,80,60,130,61,322,90,19,49,151,41
435,01-08-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,90,60,140,64,460,96,21,44,160,52
801,01-08-2012,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,100,20,-30,120,120,1439,19,37,-41,139,60
801,01-08-2012,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,40,60,10,100,63,332,88,57,2,151,86
435,01-08-2012,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,50,30,70,45,253,60,14,19,105,41
435,01-08-2012,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,30,10,40,29,215,36,11,-9,65,45
435,01-08-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,110,60,200,72,606,88,27,27,160,61
801,01-08-2012,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,40,30,70,32,841,48,8,28,80,20
801,01-08-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,70,90,60,160,77,581,99,25,62,176,37
435,01-08-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,40,30,70,34,890,49,9,28,83,21
562,01-08-2012,West,Major Market,Amaretto,Beans,Coffee,California,Regular,190,-90,-150,100,154,2105,-67,49,-139,87,72
650,01-08-2012,West,Major Market,Colombian,Beans,Coffee,California,Regular,450,680,520,1130,364,2617,546,127,368,910,178
831,01-08-2012,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,110,170,140,280,132,994,191,36,143,323,48
916,01-08-2012,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,260,330,240,590,311,1296,367,96,249,678,118
310,01-08-2012,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,40,60,40,100,52,554,68,17,38,120,30
760,01-08-2012,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,80,120,100,200,123,941,178,34,133,301,45
310,01-08-2012,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,60,100,90,160,100,598,145,28,105,245,40
818,01-08-2012,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,50,20,80,52,662,79,17,30,131,49
626,01-08-2012,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-40,-140,200,196,3139,-30,64,-137,166,107
916,01-08-2012,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,250,260,170,510,266,1797,266,74,167,532,99
530,01-08-2012,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,160,230,60,390,173,927,239,156,50,412,189
707,01-08-2012,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,280,370,250,650,295,1714,392,97,262,687,130
702,01-08-2012,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,38,248,48,14,1,86,47
775,01-08-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,140,220,70,360,173,927,239,156,49,412,190
775,01-08-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,250,170,410,196,1167,271,64,163,467,108
702,01-08-2012,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,130,200,150,330,154,817,222,49,150,376,72
702,01-08-2012,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,190,270,190,460,295,1714,392,97,262,687,130
775,01-08-2012,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,190,130,360,266,1797,266,74,167,532,99
775,01-08-2012,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,180,-180,-260,0,284,5807,-284,107,-404,21,141
702,01-08-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,50,60,30,110,41,1007,49,12,16,90,33
702,01-08-2012,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,516,43,0,32,43,11
775,01-08-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,40,30,60,25,851,38,7,19,63,19
702,01-08-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,30,20,50,23,806,35,6,17,58,18
541,01-08-2012,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,40,70,20,110,37,513,52,33,-11,89,63
971,01-08-2012,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,50,90,40,140,47,474,67,15,8,114,59
971,01-08-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,30,30,50,25,826,37,7,19,62,18
541,01-08-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,50,80,60,130,68,587,87,22,53,155,34
503,01-08-2012,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,10,10,20,16,484,25,4,9,41,16
971,01-08-2012,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,70,120,80,190,114,810,172,37,104,286,68
541,01-08-2012,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,110,70,180,116,678,161,35,102,277,59
541,01-08-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,60,40,100,34,428,51,10,19,85,32
971,01-08-2012,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,60,20,100,49,414,60,18,9,109,51
503,01-08-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,60,30,100,46,415,62,15,19,108,43
503,01-08-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,130,140,90,270,145,1292,146,40,81,291,65
360,01-08-2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,120,80,190,90,1139,135,29,75,225,60
253,01-08-2012,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,40,60,50,100,48,839,70,13,45,118,25
253,01-08-2012,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,50,30,80,47,366,79,14,42,126,37
206,01-08-2012,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,40,30,60,36,458,54,11,20,90,34
206,01-08-2012,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,20,50,10,70,44,617,61,39,-8,105,69
509,01-08-2012,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,100,160,120,260,86,454,125,27,76,211,49
206,01-08-2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,160,230,100,390,133,705,184,120,34,317,150
206,01-08-2012,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,20,40,30,60,30,581,39,9,17,69,22
425,01-08-2012,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,60,70,20,130,63,397,77,23,20,140,57
206,01-08-2012,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,90,120,90,210,103,1073,123,31,71,226,52
970,01-09-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,140,90,270,155,1280,155,43,87,310,68
970,01-09-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,509,74,47,-2,126,76
720,01-09-2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,53,410,72,17,27,125,45
970,01-09-2012,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,10,80,45,409,57,17,7,102,50
720,01-09-2012,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,51,1042,62,15,25,113,37
970,01-09-2012,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,70,50,120,61,579,79,20,47,140,32
303,01-09-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,588,118,22,84,199,34
303,01-09-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,110,60,170,60,656,90,19,39,150,51
970,01-09-2012,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,130,180,140,310,123,928,179,34,134,302,45
970,01-09-2012,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,60,70,50,130,58,548,74,19,42,132,32
970,01-09-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,150,120,250,100,981,145,28,106,245,39
708,01-09-2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,928,179,34,133,302,46
630,01-09-2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,70,50,110,58,548,74,19,43,132,31
773,01-09-2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,100,981,145,28,106,245,39
815,01-09-2012,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,588,118,22,84,199,34
773,01-09-2012,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,40,130,60,656,90,19,40,150,50
618,01-09-2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,400,280,690,253,1686,336,83,220,589,116
312,01-09-2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,280,300,210,580,249,1775,249,69,155,498,94
309,01-09-2012,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,170,230,140,400,162,1148,225,53,129,387,96
708,01-09-2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,120,190,140,310,122,801,176,39,115,298,61
712,01-09-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,300,210,510,253,1686,336,83,220,589,116
563,01-09-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,160,120,260,122,801,176,39,115,298,61
641,01-09-2012,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,210,220,140,430,249,1775,249,69,155,498,94
712,01-09-2012,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,250,340,210,590,302,1783,370,114,223,672,147
515,01-09-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,23,803,35,6,18,58,17
319,01-09-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,473,43,0,32,43,11
319,01-09-2012,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,30,20,50,19,848,29,5,13,48,16
319,01-09-2012,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,33,1003,39,10,7,72,32
563,01-09-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,10,20,10,30,15,600,20,4,3,35,17
636,01-09-2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,325,62,40,-7,106,69
660,01-09-2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,80,20,-10,100,104,1574,11,32,-44,115,55
314,01-09-2012,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,39,248,52,12,13,91,39
314,01-09-2012,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,20,-10,40,24,212,30,9,-12,54,42
573,01-09-2012,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,50,10,80,40,244,51,15,2,91,49
816,01-09-2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,70,50,120,44,886,64,12,41,108,23
417,01-09-2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,32,837,47,8,27,79,20
314,01-09-2012,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,80,30,150,67,599,83,25,25,150,58
314,01-09-2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,80,50,140,62,1059,74,19,34,136,40
